name,age,position,Country,MarketValue,PreviousTeam,LeagueOfPreviousTeam,CountryOfPreviousTeam,Fee,YearOfTranfert,NewTeam,LeagueOfNewTeam,CountryOfNewTeam,Height,Agent,JoinedCurrentTeam,ContratExpires,Squad,Appearances,PPG,Goals,Assists,OwnGoals,SubsON,SubsOFF,YellowCards,SecondYellowCards,RedCards,PenaltyGoals,MinutesPerGoal,MinutesPlayed,PlaceOfBirth,DateOfBirth
Serkan Balci ,23,Right-Back,Turkey,€2.40m,Fenerbahce,Süper Lig,Turkey,free transfer,2007,Trabzonspor,Süper Lig,Turkey,"1,73 m",NONE,Trabzonspor,"                                    Jul 1, 2019                                ",33,33,1.33,1,1,0,4,10,6,0,0,0,2.592',2.592',                                    Aydin                                ,"                                Aug 22, 1983                                                                    (39)                                                            "
Mehmet Yozgatli ,28,Right Winger,Turkey,€2.40m,Fenerbahce,Süper Lig,Turkey,free transfer,2007,Besiktas JK,Süper Lig,Turkey,"1,81 m",NONE,"                                    Jul 1, 2011                                ","                                Jan 9, 1979                                                                    (44)                                                            ",17,12,0.83,0,1,0,7,5,2,0,0,0,0,502',                                Turkey                            ,                                    Melle                                
Roy Carroll ,29,Goalkeeper,Northern Ireland,€2.40m,West Ham United,Premier League,England,free transfer,2007,Rangers FC,Premiership,Scotland,"1,89 m",NONE,                                    -                                ,"                                Sep 30, 1977                                                                    (45)                                                            ",42,14,0.21,0,0,0,0,0,0,0,38,1,1.260',1.260',                                Northern Ireland                            ,                                    Enniskillen                                
Matt Moussilou ,25,Centre-Forward,Congo,€2.40m,OGC Nice,Ligue 1,France,loan transfer,2007,Olympique Marseille,Ligue 1,France,"1,82 m",NONE,LOSC Lille,"                                    Jul 1, 2021                                ",12,4,0.50,0,0,0,4,0,0,0,0,0,0,121',                                    Paris                                ,"                                Jun 1, 1982                                                                    (40)                                                            "
Amdy Faye ,30,Defensive Midfield,Senegal,€2.40m,Charlton Athletic,Championship,England,loan transfer,2007,Rangers FC,Premiership,Scotland,"1,84 m",NONE,AJ Auxerre,"                                    Jan 1, 2011                                ",18,7,1.71,0,0,0,4,2,1,0,0,0,0,228',                                    Dakar                                ,"                                Mar 12, 1977                                                                    (46)                                                            "
Salvatore Lanna ,30,Left-Back,Italy,€2.35m,Chievo Verona,Serie B,Italy,€1.00m,2007,Torino FC,Serie A,Italy,"1,78 m",NONE,Chievo Verona,"                                    Jan 1, 2012                                ",39,32,1.25,1,0,0,2,6,9,0,0,0,2.660',2.660',                                    Carpi                                ,"                                Jul 31, 1976                                                                    (46)                                                            "
Alessandro Matri ,22,Centre-Forward,Italy,€75k,AC Milan,Serie A,Italy,€2.30m,2007,Cagliari Calcio,Serie A,Italy,"1,83 m",NONE,Cagliari Calcio,"                                    May 6, 2020                                ",39,36,1.19,7,2,0,16,11,3,0,0,0,289',2.020',Sant`Angelo ... ,"                                Aug 19, 1984                                                                    (38)                                                            "
Ulrik Laursen ,31,Centre-Back,Denmark,€1.50m,Odense Boldklub,SAS Ligaen,Denmark,€2.30m,2007,FC Copenhagen,SAS Ligaen,Denmark,"1,90 m",NONE,Odense BK,"                                    Jul 1, 2010                                ",32,32,1.50,2,0,0,1,1,3,0,0,0,1.423',2.845',                                    Odense                                ,"                                Feb 28, 1976                                                                    (47)                                                            "
Andrey Karyaka ,29,Left Winger,Russia,€2.30m,SL Benfica,Liga Portugal,Portugal,€2.00m,2007,Saturn Ramenskoe,Premier Liga,Russia,"1,80 m",NONE,KS Samara,"                                    Jul 1, 2014                                ",30,29,1.10,4,6,0,1,10,7,0,0,2,608',2.433',                                    Dnipropetrovsk                                ,"                                Apr 1, 1978                                                                    (45)                                                            "
Lukas Sinkiewicz ,21,Defensive Midfield,Germany,€2.30m,1. FC Köln,2. Bundesliga,Germany,€1.60m,2007,Bayer 04 Leverkusen,Bundesliga,Germany,"1,92 m",Robert Schneider ,1. FC Köln,"                                    Jul 1, 2022                                ",38,25,1.64,2,0,0,11,3,1,0,0,0,644',1.288',                                    Tychy                                ,N/A                                                                    (37)                                                            
Gabriel Paletta ,21,Centre-Back,Italy,€2.30m,Liverpool FC,Premier League,England,€1.50m,2007,CA Boca Juniors,Clausura,Argentina,"1,90 m",NONE,Parma,"                                    Feb 24, 2023                                ",35,32,1.84,4,0,0,1,2,8,0,1,0,664',2.654',                                    Longchamps                                ,"                                Feb 15, 1986                                                                    (37)                                                            "
Matías Silvestre ,23,Centre-Back,Argentina,€2.30m,CA Boca Juniors,Clausura,Argentina,€1.50m,2007,Calcio Catania,Serie A,Italy,"1,85 m",NONE,"                                    Jul 1, 2022                                ","                                Sep 25, 1984                                                                    (38)                                                            ",24,15,1.00,0,0,0,2,0,1,0,0,0,0,1.193',                                Argentina                            ,                                    Mercedes                                
Chavdar Yankov ,23,Central Midfield,Bulgaria,€2.30m,Slavia Sofia,A Group,Bulgaria,€1.10m,2007,Hannover 96,Bundesliga,Germany,N/A,NONE,"                                    Feb 1, 2015                                ","                                Mar 29, 1984                                                                    (39)                                                            ",14,9,1.78,0,0,0,6,2,2,0,0,0,0,348',                                Bulgaria                            ,                                    Sofia                                
Domingo Salcedo ,24,Central Midfield,Paraguay,€2.30m,Racing Club,Clausura,Argentina,€850k,2007,CSD Colo Colo,Colo Colo,Chile,"1,70 m",NONE,Colo Colo,"                                    Dec 31, 2019                                ",21,21,1.33,0,3,0,5,11,3,0,0,0,0,1.487',                                    Fernando de la Mora                                ,"                                Sep 11, 1983                                                                    (39)                                                            "
Robbie Blake ,31,Second Striker,England,€2.30m,Leeds United,League One,England,€375k,2007,Burnley FC,Championship,England,"1,75 m",NONE,Burnley,"                                    Jan 1, 2014                                ",49,49,1.37,9,15,0,6,29,4,0,0,0,394',3.546',                                    Middlesbrough                                ,"                                Mar 4, 1976                                                                    (47)                                                            "
Massimo Loviso ,23,Defensive Midfield,Italy,€2.30m,Bologna FC 1909,Serie B,Italy,€201k,2007,AS Livorno,Serie A,Italy,"1,78 m",NONE,"Dec 21, 2022",-,31,20,0.70,2,2,0,3,4,6,0,1,1,740',1.480',                                    Bentivoglio                                ,"                                Apr 9, 1984                                                                    (38)                                                            "
Tolga Seyhan ,30,Centre-Back,Turkey,€2.30m,Shakhtar Donetsk,Premier Liga,Ukraine,loan transfer,2007,Trabzonspor,Süper Lig,Turkey,"1,87 m",NONE,"                                    Jul 1, 2011                                ","                                Jan 17, 1977                                                                    (46)                                                            ",15,13,0.92,0,0,0,2,3,3,0,0,0,0,935',                                Turkey                            ,                                    Giresun                                
Gerard López ,28,Central Midfield,Spain,€2.30m,AS Monaco,Ligue 1,Monaco,free transfer,2007,Recreativo Huelva,LaLiga,Spain,N/A,NONE,Barcelona,"                                    Jul 1, 2011                                ",27,20,1.10,0,0,0,16,3,4,1,0,0,0,643',                                    Granollers                                ,"                                Mar 12, 1979                                                                    (44)                                                            "
Jason Euell ,30,Second Striker,Jamaica,€2.30m,Middlesbrough FC,Premier League,England,free transfer,2007,Southampton FC,Championship,England,"1,80 m",NONE,"                                    Jul 1, 2012                                ","                                Feb 6, 1977                                                                    (46)                                                            ",43,41,1.32,3,4,0,7,5,3,0,0,0,1.062',3.187',                                Jamaica                            ,                                    London                                
Omar Merlo ,20,Centre-Back,Argentina,€2.30m,CA Colon,Clausura,Argentina,loan transfer,2007,CA River Plate,Clausura,Argentina,"1,85 m",NONE,"Jan 3, 2023","Dec 31, 2023",18,15,1.13,1,0,0,1,0,5,0,0,0,1.304',1.304',Santa Clara de ... ,"                                Jun 12, 1987                                                                    (35)                                                            "
Ricardo Bóvio ,25,Defensive Midfield,Brazil,€2.30m,Itaboraí Profute Futebol Clube (RJ),Sport Club Corinthians Paulista,Brazil,free transfer,2007,Sport Club Corinthians Paulista,Série B,Brazil,"1,78 m",NONE,"                                    May 1, 2013                                ","                                Jan 17, 1982                                                                    (41)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Campos do Goytacaz                                
Ricardo Bóvio ,25,Defensive Midfield,Brazil,€2.30m,Málaga CF,Liga BBVA,Spain,free transfer,2007,Itaboraí Profute Futebol Clube (RJ),Profute FC,Brazil,"1,78 m",NONE,"                                    May 1, 2013                                ","                                Jan 17, 1982                                                                    (41)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Campos do Goytacaz                                
Leonel Ríos ,25,Right Midfield,Argentina,€2.30m,CA Vélez Sarsfield,Clausura,Argentina,free transfer,2007,CA Independiente,Clausura,Argentina,"1,77 m",NONE,"                                    Jan 1, 2022                                ","                                Nov 17, 1982                                                                    (40)                                                            ",32,29,1.52,4,7,0,10,10,1,1,1,1,462',1.846',                                Argentina                            ,                                    Buenos Aires                                
Samuel Holmén ,23,Central Midfield,Sweden,€2.28m,IF Elfsborg,Allsvenskan,Sweden,€1.50m,2007,Bröndby IF,SAS Ligaen,Denmark,"1,78 m",NONE,"Jun 5, 2022",-,28,28,1.54,3,5,0,0,3,7,0,0,0,819',2.457',                                    Annelund                                ,"                                Jun 28, 1984                                                                    (38)                                                            "
Milano Koenders ,20,Centre-Back,Netherlands,-,RKC Waalwijk,Jupiler League,Netherlands,€2.25m,2007,AZ Alkmaar,Eredivisie,Netherlands,"1,83 m",NONE,"                                    Jul 1, 2022                                ","                                Jul 31, 1986                                                                    (36)                                                            ",19,15,0.93,0,0,0,6,5,3,0,0,0,0,733',                                Netherlands                            ,                                    Amsterdam                                
Freddy Eastwood ,23,Centre-Forward,Wales,€700k,Southend United,League One,England,€2.25m,2007,Wolverhampton Wanderers,Championship,England,"1,80 m",NONE,Southend United,"                                    Jul 1, 2014                                ",45,35,1.43,4,3,0,23,5,1,0,0,0,390',1.560',                                    Basildon                                ,"                                Oct 29, 1983                                                                    (39)                                                            "
David Healy ,27,Centre-Forward,Northern Ireland,€950k,Leeds United,League One,England,€2.25m,2007,Fulham FC,Premier League,England,"1,73 m",NONE,Preston,"                                    Dec 3, 2013                                ",37,34,0.85,6,1,0,16,14,3,0,0,0,282',1.690',                                    Killyleagh                                ,"                                Aug 5, 1979                                                                    (43)                                                            "
Steve Howard ,31,Centre-Forward,Scotland,€2.25m,Derby County,Premier League,England,€2.25m,2007,Leicester City,Championship,England,"1,91 m",NONE,"                                    Nov 25, 2013                                ","                                May 10, 1976                                                                    (46)                                                            ",43,43,0.74,7,3,0,8,5,7,0,0,1,479',3.356',                                Scotland                            ,                                    Durham                                
Sylvan Ebanks-Blake ,21,Centre-Forward,England,€2.25m,Plymouth Argyle,Championship,England,€2.25m,2007,Wolverhampton Wanderers,Championship,England,"1,73 m",NONE,Wolves,"                                    Dec 21, 2018                                ",50,49,1.57,25,9,0,6,21,8,0,0,7,150',3.755',                                    Cambridge                                ,"                                Mar 29, 1986                                                                    (37)                                                            "
David Murphy ,23,Left-Back,England,€1.25m,Hibernian FC,Premiership,Scotland,€2.25m,2007,Birmingham City,Premier League,England,"1,85 m",NONE,"                                    Mar 3, 2014                                ","                                Mar 1, 1984                                                                    (39)                                                            ",31,31,1.29,3,3,0,0,2,3,0,0,0,900',2.700',                                England                            ,                                    Hartlepool                                
Andy Gray ,30,Centre-Forward,Scotland,€1.25m,Burnley FC,Championship,England,€2.25m,2007,Charlton Athletic,Championship,England,"1,83 m",NONE,"                                    Apr 30, 2014                                ","                                Nov 15, 1977                                                                    (45)                                                            ",45,44,1.30,15,3,0,7,11,0,0,0,4,224',3.353',                                Scotland                            ,                                    Harrogate                                
Craig Beattie ,23,Centre-Forward,Scotland,€2.25m,Celtic FC,Premiership,Scotland,€1.88m,2007,West Bromwich Albion,Championship,England,"1,83 m",NONE,"                                    Jul 1, 2022                                ","                                Jan 16, 1984                                                                    (39)                                                            ",33,28,1.79,4,4,0,17,11,1,0,0,0,275',1.101',                                Scotland                            ,                                    Glasgow                                
Darren Carter ,23,Central Midfield,England,€2.25m,West Bromwich Albion,Championship,England,€1.88m,2007,Preston North End,Championship,England,"1,88 m",NONE,"                                    Jul 1, 2021                                ","                                Dec 18, 1983                                                                    (39)                                                            ",46,43,1.28,4,6,1,9,5,7,0,0,0,801',3.202',                                England                            ,                                    Solihull                                
Wayne Routledge ,23,Left Winger,England,€2.25m,Tottenham Hotspur,Premier League,England,€1.70m,2007,Aston Villa,Premier League,England,"1,70 m",Unique Sports Group ,Swansea,"                                    Jul 1, 2021                                ",8,3,2.00,0,0,0,2,1,0,0,0,0,0,98',                                    London                                ,"                                Jan 7, 1985                                                                    (38)                                                            "
Richard Chaplow ,22,Central Midfield,England,€2.25m,West Bromwich Albion,Championship,England,€1.20m,2007,Preston North End,Championship,England,"1,75 m",NONE,"                                    Dec 1, 2018                                ","                                Feb 2, 1985                                                                    (38)                                                            ",26,20,1.40,3,0,0,9,6,1,0,0,0,325',974',                                England                            ,                                    Accrington                                
Dusan Predrag Djuric ,23,Central Midfield,Sweden,€2.25m,Halmstads BK,Allsvenskan,Sweden,€1.00m,2007,FC Zürich,Super League,Switzerland,"1,81 m",NONE,FC Zürich,"                                    Jan 1, 2022                                ",9,9,1.33,1,0,0,1,5,0,0,0,0,601',601',                                    Halmstad                                ,"                                Sep 16, 1984                                                                    (38)                                                            "
Matt Oakley ,30,Defensive Midfield,England,€2.25m,Derby County,Premier League,England,€660k,2007,Leicester City,Championship,England,"1,77 m",NONE,Southampton,"                                    Jul 1, 2017                                ",40,40,0.80,3,2,0,0,4,5,0,0,0,1.175',3.525',                                    Peterborough                                ,"                                Aug 17, 1977                                                                    (45)                                                            "
Marc Pfertzel ,26,Right-Back,France,€2.25m,AS Livorno,Serie A,Italy,€500k,2007,VfL Bochum,Bundesliga,Germany,N/A,NONE,AS Livorno,"                                    Jul 1, 2015                                ",35,29,1.10,0,3,0,0,4,4,1,0,0,0,2.444',                                    Mulhouse                                ,"                                May 21, 1981                                                                    (41)                                                            "
Rodolfo Arruabarrena ,31,Left-Back,Argentina,€2.25m,Villarreal CF,LaLiga,Spain,free transfer,2007,AEK Athens,Super League,Greece,"1,76 m",NONE,Villarreal,"                                    Jan 1, 2011                                ",26,25,1.60,0,0,0,0,4,6,0,0,0,0,2.136',                                    Marcos Paz                                ,"                                Jul 20, 1975                                                                    (47)                                                            "
Junichi Inamoto ,27,Defensive Midfield,Japan,€2.25m,Galatasaray,Süper Lig,Turkey,free transfer,2007,Eintracht Frankfurt,Bundesliga,Germany,"1,81 m",JEB ENTERTAINMENT ... ,"Jan 18, 2022",-,31,26,1.19,0,0,0,4,7,6,0,0,0,0,1.864',"                                    Yusui, Kagoshima                                ","                                Sep 18, 1979                                                                    (43)                                                            "
Björn Runström ,23,Centre-Forward,Sweden,€2.25m,Fulham FC,Premier League,England,loan transfer,2007,1.FC Kaiserslautern,2. Bundesliga,Germany,N/A,NONE,"                                    Apr 20, 2013                                ","                                Mar 1, 1984                                                                    (39)                                                            ",32,31,1.19,8,1,0,16,8,4,0,0,1,189',1.514',                                Sweden                            ,                                    Stockholm                                
Luizão ,31,Centre-Forward,Brazil,€2.25m,CR Flamengo,Série A,Brazil,free transfer,2007,AD São Caetano (SP),São Caetano,Brazil,N/A,NONE,"                                    May 1, 2009                                ","                                Nov 14, 1975                                                                    (47)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Rubineia                                
Marcos Aguirre ,23,Right Midfield,Argentina,€2.25m,Club Atlético Lanús,Clausura,Argentina,loan transfer,2007,Real Valladolid CF,LaLiga,Spain,"1,71 m",NONE,Lanús,"                                    Jul 1, 2019                                ",29,23,1.52,1,2,0,7,12,1,0,0,0,1.227',1.227',                                    Arroyito                                ,"                                Mar 30, 1984                                                                    (39)                                                            "
Jamie Clapham ,31,Left-Back,England,€2.25m,Wolverhampton Wanderers,Championship,England,loan transfer,2007,Leeds United,League One,England,"1,75 m",NONE,Ipswich,"                                    Sep 1, 2011                                ",29,27,1.85,0,0,0,4,6,1,0,0,0,0,2.121',                                    Lincoln                                ,"                                Dec 7, 1975                                                                    (47)                                                            "
Christophe Grégoire ,27,Left Winger,Belgium,€2.25m,KAA Gent,Jupiler Pro League,Belgium,?,2007,Willem II Tilburg,Eredivisie,Netherlands,"1,87 m",NONE,Exc. Mouscron,"                                    Jul 1, 2014                                ",32,32,1.28,5,7,0,2,8,4,0,2,0,520',2.598',                                    Liège                                ,"                                Apr 20, 1980                                                                    (42)                                                            "
Craig Beattie ,24,Centre-Forward,Scotland,€2.25m,West Bromwich Albion,Championship,England,loan transfer,2007,Preston North End,Championship,England,"1,83 m",NONE,"                                    Jul 1, 2022                                ","                                Jan 16, 1984                                                                    (39)                                                            ",33,28,1.79,4,4,0,17,11,1,0,0,0,275',1.101',                                Scotland                            ,                                    Glasgow                                
Paul Stalteri ,30,Right-Back,Canada,€2.25m,Tottenham Hotspur,Premier League,England,loan transfer,2007,Fulham FC,Premier League,England,"1,81 m",NONE,Werder Bremen,"                                    Mar 20, 2013                                ",26,20,1.40,0,0,0,2,4,3,0,0,0,0,1.569',                                    Toronto-Etobicoke                                ,"                                Oct 18, 1977                                                                    (45)                                                            "
Collins John ,21,Centre-Forward,Netherlands,€2.25m,Fulham FC,Premier League,England,loan transfer,2007,Leicester City,Championship,England,"1,85 m",NONE,Fulham,"                                    Jul 1, 2022                                ",21,19,1.11,2,0,0,9,9,1,0,0,0,410',819',                                    Zwedru                                ,"                                Oct 17, 1985                                                                    (37)                                                            "
Collins John ,22,Centre-Forward,Netherlands,€2.25m,Fulham FC,Premier League,England,loan transfer,2007,Watford FC,Championship,England,"1,85 m",NONE,Fulham,"                                    Jul 1, 2022                                ",21,19,1.11,2,0,0,9,9,1,0,0,0,410',819',                                    Zwedru                                ,"                                Oct 17, 1985                                                                    (37)                                                            "
Mohammed Camara ,32,Left-Back,Guinea,€2.25m,Derby County,Premier League,England,loan transfer,2007,Norwich City,Championship,England,"1,80 m",NONE,Burnley,"                                    Jul 1, 2010                                ",28,25,1.36,1,1,0,2,8,2,0,0,0,1.937',1.937',                                    Conakry                                ,"                                Jun 25, 1975                                                                    (47)                                                            "
Ahmet Yildirim ,33,Defensive Midfield,Turkey,€2.25m,Etimesgut Sekerspor,Malatyaspor,Turkey,?,2007,Malatyaspor,1.Lig,Turkey,"1,86 m",NONE,"                                    Jul 1, 2009                                ","                                Feb 25, 1974                                                                    (49)                                                            ",1,1, ,0,0,0,0,0,0,0,0,0,0,90',                                Turkey                            ,                                    Amasya                                
Zé Elias ,30,Central Midfield,Brazil,€2.25m,Omonia Nicosia,Protathlima ML,Cyprus,free transfer,2007,Londrina Esporte Clube (PR),Londrina-PR,Brazil,N/A,NONE,"                                    Jul 1, 2009                                ","                                Sep 25, 1976                                                                    (46)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Sao Paulo                                
Luizão ,31,Centre-Forward,Brazil,€2.25m,AD São Caetano (SP),Guarani Futebol Clube (SP),Brazil,free transfer,2007,Guarani Futebol Clube (SP),Guarani,Brazil,N/A,NONE,"                                    May 1, 2009                                ","                                Nov 14, 1975                                                                    (47)                                                            ",NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,                                Brazil                            ,                                    Rubineia                                
Murat Hacioglu ,28,Second Striker,Turkey,€2.25m,Ankaraspor,Süper Lig,Turkey,free transfer,2007,Konyaspor,Süper Lig,Turkey,"1,69 m",NONE,"                                    Jul 1, 2018                                ","                                Jun 10, 1979                                                                    (43)                                                            ",34,34,0.94,10,3,0,12,10,2,0,0,0,214',2.136',                                Turkey                            ,                                    Rize                                
Jared Borgetti ,34,Centre-Forward,Mexico,€2.25m,CD Cruz Azul,Primera Clausura,Mexico,?,2007,CF Monterrey,Primera Clausura,Mexico,"1,85 m",NONE,Santos Laguna,"                                    Jan 1, 2011                                ",34,25,1.16,9,2,0,10,7,4,0,1,0,148',1.330',                                    Culiacán Rosales                                ,"                                Aug 14, 1973                                                                    (49)                                                            "
Rodolfo Arruabarrena ,31,Left-Back,Argentina,€2.25m,Villarreal CF,LaLiga,Spain,free transfer,2007,AEK Athens,Super League,Greece,"1,76 m",NONE,Villarreal,"                                    Jan 1, 2011                                ",26,25,1.60,0,0,0,0,4,6,0,0,0,0,2.136',                                    Marcos Paz                                ,"                                Jul 20, 1975                                                                    (47)                                                            "
John Aloisi ,31,Attack,Australia,€2.25m,Deportivo Alavés,Liga BBVA,Spain,free transfer,2007,Central Coast Mariners,A-League,Australia,"1,83 m",NONE,CA Osasuna,"                                    Jul 1, 2011                                ",1,1, ,0,0,0,0,0,1,0,0,0,0,90',                                    Adelaide                                ,"                                Feb 5, 1976                                                                    (47)                                                            "
John Aloisi ,32,Attack,Australia,€2.25m,Central Coast Mariners,A-League,Australia,free transfer,2007,Sydney FC,A-League,Australia,"1,83 m",NONE,CA Osasuna,"                                    Jul 1, 2011                                ",1,1, ,0,0,0,0,0,1,0,0,0,0,90',                                    Adelaide                                ,"                                Feb 5, 1976                                                                    (47)                                                            "
Guillaume Gillet ,23,Defensive Midfield,Belgium,€1.80m,KAA Gent,Jupiler Pro League,Belgium,€2.20m,2007,RSC Anderlecht,Jupiler Pro League,Belgium,"1,86 m",NONE,RSC Anderlecht,"                                    Jul 1, 2022                                ",45,45,1.93,5,4,0,1,4,6,1,0,0,782',3.912',                                    Liège                                ,"                                Mar 9, 1984                                                                    (39)                                                            "
Christian Grindheim ,24,Central Midfield,Norway,€400k,Vålerenga Fotball,Tippeligaen,Norway,€2.20m,2007,SC Heerenveen,Eredivisie,Netherlands,"1,79 m",NONE,Vålerenga,"                                    Jan 1, 2021                                ",17,17,1.59,2,0,0,3,4,3,0,0,0,624',1.247',                                    Haugesund                                ,"                                Jul 17, 1983                                                                    (39)                                                            "
Pedro León ,20,Right Winger,Spain,-,Real Murcia CF,LaLiga,Spain,€2.20m,2007,Levante UD,LaLiga,Spain,"1,83 m",NONE,"Jul 12, 2022","Jun 30, 2023",33,27,0.70,3,2,0,13,11,1,0,0,0,446',1.338',                                    Mula                                ,"                                Nov 24, 1986                                                                    (36)                                                            "
Blas Pérez ,26,Centre-Forward,Panama,€500k,Hércules CF,Liga BBVA,Spain,€2.20m,2007,Tigres UANL,Primera Clausura,Mexico,"1,87 m",NONE,Dallas,"                                    Jan 1, 2019                                ",34,34,1.12,8,1,0,6,9,12,0,0,1,312',2.493',                                    Panama-City                                ,"                                Mar 13, 1981                                                                    (42)                                                            "
Carl Hoefkens ,28,Right-Back,Belgium,€2.20m,Stoke City,Championship,England,€1.50m,2007,West Bromwich Albion,Championship,England,"1,85 m",NONE,"                                    Jul 1, 2016                                ","                                Oct 6, 1978                                                                    (44)                                                            ",47,47,1.79,0,3,0,0,4,6,0,0,0,0,4.198',                                Belgium                            ,                                    Lier                                
Rob Friend ,26,Centre-Forward,Canada,€2.00m,SC Heerenveen,Eredivisie,Netherlands,€1.20m,2007,Borussia Mönchengladbach,2. Bundesliga,Germany,"1,95 m",NONE,Bor. M'gladbach,"                                    Jan 1, 2015                                ",35,34,1.91,18,3,0,3,7,4,1,0,0,148',2.666',"Rosetown, ... ","                                Jan 23, 1981                                                                    (42)                                                            "
Rubén González ,25,Centre-Back,Spain,€2.20m,Racing Santander,LaLiga,Spain,€1.00m,2007,Celta de Vigo,Liga BBVA,Spain,N/A,NONE,Celta de Vigo,"                                    Jul 1, 2017                                ",39,37,1.24,1,0,0,0,1,11,0,1,0,3.246',3.246',Santiago de ... ,"                                Jan 29, 1982                                                                    (41)                                                            "
Damián Ledesma ,25,Centre-Back,Argentina,€2.20m,CA Rosario Central,Clausura,Argentina,€640k,2007,CA Independiente,Clausura,Argentina,"1,87 m",NONE,Rosario Central,"                                    Feb 3, 2021                                ",37,36,1.28,0,2,0,1,8,13,0,1,0,0,3.040',                                    Rosario                                ,"                                May 21, 1982                                                                    (40)                                                            "
Vangelis Mantzios ,24,Centre-Forward,Greece,€2.20m,Panathinaikos Athens,Super League,Greece,Loan fee:€300k,2007,Eintracht Frankfurt,Bundesliga,Germany,"1,91 m",NONE,"                                    Jul 1, 2022                                ","                                Apr 22, 1983                                                                    (39)                                                            ",32,23,1.91,6,2,0,14,3,2,0,0,0,157',942',                                Greece                            ,                                    Kallithea                                
Talal El Karkouri ,30,Centre-Back,Morocco,€2.20m,Charlton Athletic,Championship,England,free transfer,2007,Qatar SC,Qatar SC,Qatar,"1,86 m",NONE,Paris SG,"                                    Jul 1, 2012                                ",2,"Sep 8, 2007",,,2:0 ,Information not yet available,5,"Oct 17, 2007",,,2:0 ,Information not yet available,NONE,NONE,                                    Casablanca                                ,"                                Jul 8, 1976                                                                    (46)                                                            "
Emilio Viqueira ,32,Central Midfield,Spain,€2.20m,Recreativo Huelva,LaLiga,Spain,free transfer,2007,Levante UD,LaLiga,Spain,"1,83 m",NONE,"                                    Jul 1, 2010                                ","                                Sep 20, 1974                                                                    (48)                                                            ",31,30,1.13,4,0,0,7,17,1,0,0,1,481',1.924',                                Spain                            ,Santiago de ... 
Marco Ferreira ,29,Right Winger,Portugal,€2.20m,SL Benfica,Liga Portugal,Portugal,loan transfer,2007,Leicester City,Championship,England,"1,77 m",NONE,"                                    Jul 1, 2010                                ","                                Mar 12, 1978                                                                    (45)                                                            ",6,6,1.33,0,0,0,5,1,0,0,0,0,0,118',                                Portugal                            ,                                    Vimioso                                
Francisco Pavón ,27,Centre-Back,Spain,€2.20m,Real Madrid,LaLiga,Spain,free transfer,2007,Real Zaragoza,LaLiga,Spain,"1,88 m",NONE,Real Madrid,"                                    Jul 1, 2011                                ",31,10,0.90,0,0,0,3,0,0,0,1,0,0,727',                                    Madrid                                ,"                                Jan 9, 1980                                                                    (43)                                                            "
Andy Griffin ,28,Right-Back,England,€2.20m,Portsmouth FC,Premier League,England,free transfer,2007,Derby County,Premier League,England,"1,73 m",NONE,Stoke City,"                                    Jul 1, 2014                                ",30,30,1.00,0,0,0,2,5,5,0,1,0,0,2.403',                                    Manchester                                ,"                                Mar 17, 1979                                                                    (44)                                                            "
Mariano Barbosa ,23,Goalkeeper,Argentina,€2.20m,Villarreal CF,LaLiga,Spain,free transfer,2007,Recreativo Huelva,LaLiga,Spain,"1,88 m",Promoesport ,UD Las Palmas,"                                    Jul 20, 2020                                ",40,4,1.75,0,0,0,0,1,0,0,3,2,390',0,                                    Lanús                                ,"                                Jul 27, 1984                                                                    (38)                                                            "
Jorginho ,30,Attacking Midfield,Brazil,€2.20m,FC Porto,Liga Portugal,Portugal,?,2007,SC Braga,Liga Portugal,Portugal,"1,78 m",NONE,Vitória Setúbal,"                                    Jan 1, 2015                                ",23,23,1.22,4,2,0,2,7,2,0,0,0,449',1.795',                                    Goiânia                                ,"                                May 6, 1977                                                                    (45)                                                            "
Bülent Bölükbasi ,31,Central Midfield,Turkey,€2.20m,Kayserispor,Süper Lig,Turkey,free transfer,2007,Gaziantepspor,Süper Lig,Turkey,"1,74 m",NONE,"                                    Jul 1, 2012                                ","                                Jun 17, 1976                                                                    (46)                                                            ",22,22,1.45,4,5,0,8,7,4,0,0,0,354',1.415',                                Turkey                            ,                                    Adana                                
Faruk Bayar ,25,Left Midfield,Turkey,€2.20m,Gaziantepspor,Süper Lig,Turkey,?,2007,Kasimpasa,Süper Lig,Turkey,"1,79 m",NONE,"                                    Jan 10, 2014                                ","                                Oct 11, 1981                                                                    (41)                                                            ",23,23,0.74,0,1,0,9,6,5,0,0,0,0,1.303',                                Turkey                            ,                                    Eskisehir                                
